,InA,OutA,InB,OutB,InC,OutC,f1,f2,f3,NetP,NetS,f1/f2,f1/f3,log2(InTT)
4,6.0,4.0,5.0,4.0,5.0,5.0,0.4696430597926582,0.4459382781156334,0.0844186620917083,E:6N,5N,1.0531570911050565,5.563261110232486,4.0
5,4.0,6.0,6.0,5.0,5.0,3.0,0.4312155249788684,0.4777399200048798,0.0910445550162517,E:6N,5N,0.9026156427841823,4.736313169984688,3.9068905956085187
6,5.0,5.0,4.0,5.0,4.0,7.0,0.4862306037793824,0.4345521585497004,0.0792172376709171,E:6N,5N,1.1189234576630722,6.137939393939401,3.700439718141092
7,5.0,5.0,5.0,4.0,4.0,6.0,0.4643321225008121,0.4503041847553232,0.0853636927438646,E:6N,5N,1.0311521372005705,5.439456841376925,3.807354922057604
8,4.0,5.0,5.0,4.0,6.0,5.0,0.4768423248053393,0.4621593437152391,0.0609983314794215,E:6N,5N,1.0317703867503047,7.817301116936414,3.9068905956085187
9,3.0,5.0,4.0,5.0,6.0,6.0,0.4785705984892504,0.4737943056362579,0.0476350958744915,E:6N,5N,1.0100809418690213,10.046596730909991,3.700439718141092
10,5.0,7.0,5.0,3.0,6.0,5.0,0.3476847684768477,0.374067406740674,0.2782478247824782,E:6N,5N,0.9294708980563058,1.2495507152613041,4.0
11,4.0,6.0,3.0,5.0,5.0,5.0,0.550357401338527,0.4061445381431394,0.0434980605183335,E:6N,5N,1.3550776870094507,12.65245840343992,3.584962500721156
12,4.0,5.0,4.0,7.0,5.0,6.0,0.5107049911477027,0.444346623066281,0.0449483857860162,E:6N,5N,1.1493391974569445,11.362031855359467,3.700439718141092
13,4.0,6.0,5.0,3.0,6.0,6.0,0.4056348161528335,0.4439044178428191,0.1504607660043474,E:6N,5N,0.9137886442402193,2.695950757961136,3.9068905956085187
14,3.0,5.0,6.0,4.0,3.0,7.0,0.5085072716282046,0.422776730789745,0.0687159975820502,E:6N,5N,1.2027797052082678,7.400129366106088,3.584962500721156
15,6.0,5.0,5.0,6.0,6.0,5.0,0.4915287197063613,0.4759109360947033,0.0325603441989353,E:6N,5N,1.0328166100569502,15.095931317655849,4.087462841250339
16,5.0,5.0,4.0,4.0,6.0,6.0,0.4664999311642421,0.5091895736772062,0.0243104951585516,E:6N,5N,0.9161615934028794,19.18924020764519,3.9068905956085187
17,4.0,6.0,5.0,4.0,5.0,5.0,0.5558978532124312,0.4233220956366736,0.0207800511508951,E:6N,5N,1.3131793944664394,26.751515151515207,3.807354922057604
18,5.0,4.0,6.0,6.0,6.0,5.0,0.4334228344618258,0.5324422134018212,0.034134952136353,E:6N,5N,0.8140279330833825,12.697332421340636,4.087462841250339
19,6.0,5.0,5.0,5.0,5.0,5.0,0.5400225151614192,0.4020699422595054,0.0579075425790754,E:6N,5N,1.3431059087049984,9.325598896274933,4.0
20,4.0,5.0,6.0,5.0,4.0,4.0,0.4451567700122613,0.5087756174461376,0.0460676125416009,E:6N,5N,0.8749569648144322,9.66311787072245,3.807354922057604
21,6.0,6.0,5.0,4.0,4.0,6.0,0.5362793994784678,0.3923010709131876,0.0714195296083445,E:6N,5N,1.3670097770320417,7.508862105636301,3.9068905956085187
22,3.0,7.0,6.0,6.0,5.0,5.0,0.5946991177591641,0.3908075896882873,0.0144932925525486,E:6N,5N,1.521718445216233,41.03271327774227,3.807354922057604
23,5.0,6.0,4.0,5.0,5.0,5.0,0.4843326593790112,0.42521204392728,0.0904552966937087,E:6N,5N,1.1390379606976562,5.354386941198295,3.807354922057604
24,6.0,6.0,5.0,4.0,3.0,5.0,0.4611544379939847,0.4447174232356438,0.0941281387703714,E:6N,5N,1.0369605819325667,4.899219765929779,3.807354922057604
25,5.0,5.0,6.0,5.0,4.0,6.0,0.4644475083710853,0.4639550915895213,0.0715974000393933,E:6N,5N,1.0010613457864574,6.4869325997249,3.9068905956085187
26,4.0,4.0,5.0,5.0,5.0,6.0,0.455302685808738,0.4492828941195152,0.0954144200717466,E:6N,5N,1.013398666559563,4.771843558514263,3.807354922057604
27,4.0,6.0,6.0,5.0,6.0,4.0,0.610756472014505,0.35352809278074,0.0357154352047549,E:6N,5N,1.7276037873270214,17.10063082006609,4.0
28,7.0,4.0,6.0,4.0,3.0,5.0,0.4539886490355009,0.4369039495364745,0.1091074014280245,E:6N,5N,1.0391040170663417,4.160933567233624,4.0
29,5.0,3.0,5.0,6.0,6.0,5.0,0.4440929078656697,0.468427911384907,0.0874791807494233,E:6N,5N,0.9480496295635098,5.076555405082452,4.0
30,4.0,6.0,4.0,7.0,6.0,5.0,0.4461108120891846,0.4403369705273116,0.1135522173835037,E:6N,5N,1.0131123252152976,3.928684286124679,3.807354922057604
31,5.0,5.0,5.0,5.0,5.0,6.0,0.5304950431518496,0.4372720758873667,0.0322328809607836,E:6N,5N,1.213192134611622,16.458195089581995,3.9068905956085187
32,5.0,6.0,5.0,6.0,4.0,7.0,0.4961079854229269,0.4260037721373313,0.0778882424397417,E:6N,5N,1.1645624237876373,6.36948491688898,3.807354922057604
33,4.0,4.0,5.0,5.0,6.0,5.0,0.5946348571180027,0.3766582575790527,0.0287068853029446,E:6N,5N,1.5787118565778457,20.714015151515174,3.9068905956085187
34,6.0,3.0,7.0,4.0,5.0,5.0,0.4731459754433834,0.4607039563437926,0.066150068212824,E:6N,5N,1.0270065384250926,7.1526150800198005,4.169925001442312
35,5.0,6.0,3.0,6.0,5.0,4.0,0.5592363335372657,0.429544391262101,0.0112192752006333,E:6N,5N,1.3019290786083824,49.846030473135926,3.700439718141092
36,7.0,4.0,4.0,4.0,5.0,6.0,0.4866111372462204,0.4707455885472876,0.0426432742064919,E:6N,5N,1.0337030215150684,11.41120484533854,4.0
37,4.0,5.0,4.0,3.0,7.0,5.0,0.4460522550066662,0.4454379829539505,0.1085097620393832,E:6N,5N,1.001379029351386,4.110710839498231,3.9068905956085187
38,4.0,6.0,5.0,4.0,6.0,6.0,0.4889679175114658,0.4428337543775953,0.0681983281109388,E:6N,5N,1.1041794187498473,7.169793322734503,3.9068905956085187
39,3.0,5.0,6.0,7.0,4.0,5.0,0.4910791153332344,0.4473875612290336,0.0615333234377319,E:6N,5N,1.0976592956321232,7.980701965987219,3.700439718141092
40,6.0,5.0,3.0,4.0,4.0,5.0,0.4873837842365357,0.4759716056621157,0.0366446101013485,E:6N,5N,1.023976595323464,13.300285714285723,3.700439718141092
41,5.0,5.0,5.0,5.0,7.0,5.0,0.4475321683941902,0.4771362050823163,0.0753316265234935,E:6N,5N,0.937954746731033,5.940827100747909,4.087462841250339
42,6.0,5.0,4.0,6.0,5.0,4.0,0.476460239268121,0.4996305418719212,0.0239092188599577,E:6N,5N,0.9536251276453395,19.927888153053775,3.9068905956085187
43,5.0,3.0,5.0,5.0,7.0,6.0,0.6102951929304113,0.3613240854868699,0.0283807215827187,E:6N,5N,1.6890520655661876,21.503864556496197,4.087462841250339
44,5.0,5.0,5.0,4.0,6.0,5.0,0.4226684271277081,0.456191923469769,0.1211396494025227,E:6N,5N,0.9265144895878841,3.4891006306553347,4.0
45,4.0,5.0,4.0,4.0,4.0,5.0,0.4612417599773893,0.4340340989384606,0.10472414108415,E:6N,5N,1.0626855380843852,4.40434989680902,3.584962500721156
46,5.0,4.0,6.0,6.0,4.0,6.0,0.4963067877699915,0.4456970166091618,0.0579961956208466,E:6N,5N,1.113551963048499,8.557574897060924,3.9068905956085187
47,5.0,5.0,6.0,5.0,5.0,5.0,0.4773061081132859,0.445999233692008,0.076694658194706,E:6N,5N,1.0701949063053713,6.223459616985853,4.0
48,3.0,7.0,6.0,6.0,6.0,4.0,0.5888241700052952,0.3830514232048835,0.0281244067898212,E:6N,5N,1.537193531559729,20.936412078152802,3.9068905956085187
49,4.0,3.0,5.0,5.0,6.0,5.0,0.4550340350121731,0.5026830520545222,0.0422829129333046,E:6N,5N,0.9052106156203154,10.761652957305138,3.9068905956085187
50,5.0,6.0,5.0,7.0,4.0,5.0,0.4525850278107048,0.4488313425123856,0.0985836296769095,E:6N,5N,1.0083632423647322,4.590874055803916,3.807354922057604
51,7.0,4.0,6.0,5.0,2.0,5.0,0.6151000948709635,0.3648809309363404,0.0200189741926961,E:6N,5N,1.6857556608741444,30.72585482903425,3.9068905956085187
52,3.0,5.0,5.0,6.0,3.0,5.0,0.5723579436042094,0.4115810182052857,0.0160610381905049,E:6N,5N,1.3906325080296402,35.63642255346736,3.4594316186372973
53,4.0,5.0,5.0,4.0,5.0,6.0,0.4690147788899207,0.4338274917162545,0.0971577293938247,E:6N,5N,1.0811089381045509,4.827354260089688,3.807354922057604
54,6.0,4.0,5.0,6.0,5.0,5.0,0.5225848261815489,0.4257279081609035,0.0516872656575475,E:6N,5N,1.2275089703164077,10.110514060540941,4.0
55,5.0,5.0,5.0,5.0,4.0,6.0,0.4174614890578119,0.4141543888574687,0.1683841220847192,E:6N,5N,1.0079851868996645,2.479221222816806,3.807354922057604
56,2.0,5.0,6.0,6.0,6.0,3.0,0.4967650009450559,0.4709431657918841,0.0322918332630599,E:6N,5N,1.0548300453829769,15.383610986042344,3.807354922057604
57,5.0,5.0,7.0,5.0,4.0,5.0,0.4418035309588428,0.4953834531770236,0.0628130158641336,E:6N,5N,0.8918415181723193,7.033630289532297,4.0
58,4.0,5.0,5.0,6.0,5.0,5.0,0.542381743249062,0.3987513071292366,0.0588669496217014,E:6N,5N,1.3602005399151562,9.213688610240338,3.807354922057604
59,3.0,5.0,6.0,6.0,2.0,6.0,0.5466699503922879,0.4266263237518911,0.0267037258558209,E:6N,5N,1.281378855352136,20.471673254282017,3.4594316186372973
60,3.0,6.0,3.0,5.0,7.0,4.0,0.4950092460284105,0.4595065983020929,0.0454841556694965,E:6N,5N,1.077262541729547,10.883113883113886,3.700439718141092
61,4.0,4.0,5.0,6.0,6.0,4.0,0.5553976033908357,0.4104236800334897,0.0341787165756745,E:6N,5N,1.3532299192520187,16.249808624649187,3.9068905956085187
62,4.0,6.0,4.0,4.0,6.0,4.0,0.4667635453563823,0.4888942710383175,0.0443421836053,E:6N,5N,0.9547331049003013,10.526399635867108,3.807354922057604
63,7.0,5.0,2.0,6.0,4.0,6.0,0.6500476018818919,0.3304679773359584,0.0194844207821497,E:6N,5N,1.967051715939921,33.36242884250484,3.700439718141092
64,6.0,5.0,5.0,5.0,6.0,5.0,0.4854680213191206,0.4832750388629802,0.0312569398178991,E:6N,5N,1.0045377523765762,15.53152753108352,4.087462841250339
65,4.0,5.0,5.0,5.0,7.0,5.0,0.4206259786884619,0.5204617499904518,0.0589122713210862,E:6N,5N,0.8081784659414041,7.139870340356563,4.0
66,7.0,5.0,4.0,5.0,6.0,5.0,0.5455299076441673,0.428257849078193,0.0262122432776396,E:6N,5N,1.2738351645355654,20.81202672605792,4.087462841250339
67,5.0,6.0,4.0,6.0,7.0,5.0,0.4069814875968842,0.4891120651139299,0.1039064472891858,E:6N,5N,0.8320822907978872,3.9168068797906184,4.0
68,5.0,6.0,5.0,5.0,5.0,5.0,0.4761232570149767,0.4263499167957766,0.0975268261892465,E:6N,5N,1.116742934051144,4.881972228759711,3.9068905956085187
69,4.0,5.0,7.0,5.0,4.0,5.0,0.5142580539204246,0.4498871975728029,0.0358547485067724,E:6N,5N,1.143082214152593,14.342815814850557,3.9068905956085187
70,3.0,5.0,6.0,4.0,5.0,6.0,0.5663964215823316,0.4062737990803312,0.0273297793373372,E:6N,5N,1.39412490508732,20.724514991181664,3.807354922057604
71,5.0,5.0,5.0,5.0,5.0,5.0,0.544884292616767,0.4097991014664745,0.0453166059167585,E:6N,5N,1.329637597219924,12.023943135054246,3.9068905956085187
72,7.0,4.0,4.0,4.0,5.0,5.0,0.4215537881498197,0.5448853785397804,0.0335608333103998,E:6N,5N,0.7736559004015252,12.560885608856113,4.0
73,3.0,6.0,5.0,6.0,4.0,5.0,0.5190010949212499,0.4285100648530279,0.0524888402257222,E:6N,5N,1.211175973426106,9.887836970474973,3.584962500721156
74,5.0,6.0,5.0,4.0,4.0,5.0,0.4038877246250061,0.4455619544231943,0.1505503209517995,E:6N,5N,0.9064681591763419,2.6827423686085377,3.807354922057604
75,6.0,5.0,4.0,5.0,5.0,5.0,0.4582436733458244,0.4309652187430965,0.1107911079110791,E:6N,5N,1.0632961859016954,4.1361051621002884,3.9068905956085187
