,InA,OutA,InB,OutB,InC,OutC,f1,f2,f3,NetP,NetS,f1/f2,f1/f3,log2(InTT)
57,8.0,7.0,8.0,8.0,7.0,5.0,0.3960742444152431,0.5289011169513798,0.0750246386333771,E:6N,10N,0.7488625599776394,5.279255610290095,4.523561956057013
58,5.0,7.0,6.0,7.0,8.0,6.0,0.5316090429060418,0.373888874147584,0.094502082946374,E:6N,10N,1.4218370207405568,5.62536852449811,4.247927513443585
59,5.0,4.0,6.0,5.0,4.0,7.0,0.4927846444670641,0.4802850079976734,0.0269303475352624,E:6N,10N,1.0260254562629432,18.29848812095037,3.9068905956085187
60,6.0,4.0,5.0,5.0,6.0,8.0,0.4913575100736418,0.4487842156454078,0.0598582742809504,E:6N,10N,1.0948636180686708,8.208681522748375,4.087462841250339
61,3.0,7.0,7.0,7.0,7.0,7.0,0.4952054654281639,0.4238027313490899,0.0809918032227462,E:6N,10N,1.1684810615820664,6.1142664531895194,4.087462841250339
62,5.0,9.0,7.0,6.0,5.0,5.0,0.5309661790260313,0.4298542214156701,0.0391795995582985,E:6N,10N,1.235223833041262,13.552108367926621,4.087462841250339
63,6.0,6.0,6.0,6.0,5.0,5.0,0.5052071892806843,0.4410541005000452,0.0537387102192704,E:6N,10N,1.145454012802297,9.401178167828817,4.087462841250339
64,8.0,6.0,6.0,5.0,5.0,4.0,0.4375018136444096,0.5237007051449465,0.0387974812106439,E:6N,10N,0.8354042859715468,11.276551982049368,4.247927513443585
65,8.0,7.0,6.0,7.0,7.0,4.0,0.4952301669441569,0.3966761163359282,0.1080937167199148,E:6N,10N,1.2484496710277546,4.58148893360161,4.392317422778761
66,4.0,8.0,7.0,8.0,7.0,6.0,0.470340805477661,0.4720095652622705,0.0576496292600684,E:6N,10N,0.9964645636287428,8.158609370337222,4.169925001442312
67,4.0,7.0,5.0,6.0,6.0,5.0,0.50424,0.4193818181818182,0.0763781818181818,E:6N,10N,1.2023411081245123,6.601885355170445,3.9068905956085187
68,5.0,7.0,6.0,10.0,6.0,5.0,0.4459566433058571,0.4790297396419623,0.0750136170521805,E:6N,10N,0.9309581564584596,5.9450091974053665,4.087462841250339
69,4.0,4.0,5.0,5.0,5.0,4.0,0.5408008314717455,0.4319941149077754,0.027205053620479,E:6N,10N,1.2518708306644382,19.878690151327245,3.807354922057604
70,7.0,7.0,8.0,6.0,6.0,5.0,0.4815463226174015,0.418829338350059,0.0996243390325394,E:6N,10N,1.1497435316122087,4.8336212545422095,4.392317422778761
71,5.0,7.0,6.0,8.0,6.0,6.0,0.4771679784443026,0.4695336689593231,0.0532983525963742,E:6N,10N,1.0162593440889984,8.952771618625292,4.087462841250339
72,8.0,8.0,9.0,4.0,7.0,5.0,0.4934786617743382,0.451501720157962,0.0550196180676998,E:6N,10N,1.0929718309859155,8.969140083217756,4.584962500721156
73,5.0,7.0,6.0,9.0,8.0,7.0,0.5811090310080688,0.3995078603369767,0.0193831086549545,E:6N,10N,1.4545621968937361,29.980177140447076,4.247927513443585
74,6.0,7.0,7.0,5.0,5.0,5.0,0.4794741571809814,0.443984532432874,0.0765413103861445,E:6N,10N,1.079934371933268,6.2642533131726434,4.169925001442312
75,5.0,9.0,6.0,6.0,8.0,6.0,0.4968314593883214,0.4453122764855663,0.0578562641261122,E:6N,10N,1.1156922582717634,8.587340833230312,4.247927513443585
76,4.0,7.0,10.0,6.0,6.0,5.0,0.473802521149795,0.4667761453194511,0.0594213335307538,E:6N,10N,1.0150529882488644,7.9736096953222395,4.321928094887363
77,7.0,6.0,6.0,6.0,7.0,7.0,0.4843192902928321,0.4682261866877951,0.0474545230193727,E:6N,10N,1.034370362150991,10.205966881072957,4.321928094887363
78,4.0,5.0,8.0,7.0,7.0,6.0,0.4748247002940511,0.4519856528904256,0.0731896468155233,E:6N,10N,1.0505304698447195,6.487593818984549,4.247927513443585
79,3.0,3.0,6.0,9.0,7.0,7.0,0.4656817436417305,0.4530770148185694,0.0812412415397,E:6N,10N,1.027820278696346,5.732085512432336,4.0
80,7.0,7.0,6.0,5.0,7.0,8.0,0.51964129558821,0.4448654858455788,0.0354932185662111,E:6N,10N,1.1680863364810175,14.640579710144944,4.321928094887363
81,6.0,4.0,10.0,5.0,6.0,6.0,0.5448971278701645,0.41926378000586,0.0358390921239753,E:6N,10N,1.2996522806299857,15.20398803589236,4.459431618637297
82,5.0,6.0,10.0,5.0,8.0,4.0,0.421495959434701,0.4898776807231205,0.0886263598421784,E:6N,10N,0.8604106208972828,4.755875793446565,4.523561956057013
83,5.0,7.0,5.0,5.0,5.0,7.0,0.509319061109498,0.4612366295996923,0.0294443092908096,E:6N,10N,1.1042467757852112,17.297707889125824,3.9068905956085187
84,6.0,8.0,7.0,8.0,3.0,6.0,0.4743348254798636,0.4676926127307806,0.0579725617893556,E:6N,10N,1.0142020903650801,8.182057353328082,4.0
85,7.0,7.0,5.0,9.0,9.0,4.0,0.4920010012971349,0.4346369160048244,0.0733620826980406,E:6N,10N,1.1319816223150125,6.706475378053512,4.392317422778761
86,4.0,7.0,7.0,6.0,6.0,5.0,0.5299662658468904,0.3989743729256216,0.0710593612274878,E:6N,10N,1.3283215710340595,7.458078101071986,4.087462841250339
87,10.0,6.0,5.0,5.0,7.0,9.0,0.4689477904745539,0.4748546553254861,0.0561975541999599,E:6N,10N,0.9875606887608939,8.344629889157854,4.459431618637297
88,7.0,6.0,7.0,7.0,6.0,5.0,0.4486391799733865,0.4762246340652029,0.0751361859614105,E:6N,10N,0.9420747014778754,5.97101349014182,4.321928094887363
89,6.0,5.0,8.0,6.0,7.0,7.0,0.4686183399487922,0.4901106791118577,0.04127098093935,E:6N,10N,0.9561479884461764,11.35466929263089,4.392317422778761
90,6.0,4.0,8.0,5.0,7.0,3.0,0.4235563703024748,0.4172601001198618,0.1591835295776634,E:6N,10N,1.0150895572828658,2.660805244275147,4.392317422778761
91,7.0,7.0,5.0,5.0,4.0,7.0,0.4475075864659424,0.5216523174552967,0.0308400960787608,E:6N,10N,0.857865615644067,14.51057692307695,4.0
92,5.0,5.0,8.0,5.0,7.0,6.0,0.4333352876416059,0.4618616740604663,0.1048030382979277,E:6N,10N,0.938236082314278,4.134758826454504,4.321928094887363
93,6.0,8.0,5.0,7.0,6.0,5.0,0.4602318397071498,0.4423015465664675,0.0974666137263826,E:6N,10N,1.0405386173299032,4.721943464652991,4.087462841250339
94,7.0,6.0,6.0,6.0,5.0,7.0,0.5279456983286966,0.437373188026858,0.0346811136444453,E:6N,10N,1.2070829048996867,15.22285886610377,4.169925001442312
95,8.0,4.0,3.0,4.0,6.0,4.0,0.5003229093414084,0.4402187172605806,0.0594583733980108,E:6N,10N,1.1365325682988852,8.414675356022217,4.087462841250339
96,5.0,6.0,8.0,4.0,7.0,6.0,0.5059463749220565,0.4403718610056119,0.0536817640723315,E:6N,10N,1.1489071389954433,9.424920802534318,4.321928094887363
97,4.0,6.0,6.0,9.0,6.0,6.0,0.4619840061595534,0.4626081275774173,0.0754078662630292,E:6N,10N,0.9986508636994073,6.126469678217826,4.0
98,6.0,6.0,6.0,5.0,8.0,7.0,0.4894140048852436,0.4588773304406864,0.0517086646740699,E:6N,10N,1.0665464873046377,9.464835496528838,4.321928094887363
99,6.0,5.0,6.0,7.0,6.0,7.0,0.44928209603028,0.4212232131727162,0.1294946907970037,E:6N,10N,1.066612859833199,3.469502056532774,4.169925001442312
0,3.0,4.0,3.0,3.0,5.0,3.0,0.5199748430969195,0.4369570629315654,0.043068093971515,E:2N,15N,1.1899907043689464,12.073319135990277,3.4594316186372973
1,7.0,4.0,3.0,3.0,4.0,3.0,0.537385815161673,0.4184262363064588,0.044187948531868,E:2N,15N,1.2843023896046692,12.16136600625654,3.807354922057604
2,4.0,3.0,4.0,4.0,2.0,4.0,0.546076347167021,0.4234877794356489,0.03043587339733,E:2N,15N,1.2894736842105265,17.941865509761445,3.321928094887362
3,4.0,4.0,3.0,3.0,5.0,3.0,0.5037726879334934,0.4698489705864427,0.0263783414800638,E:2N,15N,1.0722013231288103,19.097966728281012,3.584962500721156
4,3.0,5.0,5.0,3.0,4.0,3.0,0.5614251816336016,0.4024315663299004,0.0361432520364979,E:2N,15N,1.3950823658136284,15.533333333333356,3.584962500721156
5,4.0,3.0,2.0,5.0,3.0,4.0,0.5063736138104493,0.4507974162570024,0.0428289699325483,E:2N,15N,1.1232841971786336,11.823156489823159,3.169925001442312
6,3.0,3.0,3.0,3.0,3.0,4.0,0.566695789414351,0.4070514627134885,0.0262527478721605,E:2N,15N,1.3921969119988922,21.586151368760092,3.169925001442312
7,3.0,3.0,4.0,3.0,8.0,4.0,0.4708541804810416,0.4633492073060462,0.0657966122129121,E:2N,15N,1.0161972289078254,7.156207054512147,3.9068905956085187
8,3.0,3.0,3.0,3.0,5.0,3.0,0.5051738440715461,0.4472791838279169,0.047546972100537,E:2N,15N,1.1294374125532816,10.624732170186723,3.4594316186372973
9,7.0,4.0,3.0,4.0,3.0,3.0,0.523463664052702,0.4449895946746785,0.0315467412726195,E:2N,15N,1.1763503468780971,16.593272171253837,3.700439718141092
10,4.0,4.0,3.0,4.0,3.0,3.0,0.5355787990461739,0.4263494472143941,0.038071753739432,E:2N,15N,1.2561967713232491,14.067615658363005,3.321928094887362
11,5.0,4.0,2.0,5.0,2.0,5.0,0.6594035301278149,0.3152498816528031,0.0253465882193818,E:2N,15N,2.091685258280419,26.015474919957402,3.169925001442312
12,4.0,3.0,3.0,5.0,5.0,4.0,0.4961849025853767,0.450551892732795,0.0532632046818282,E:2N,15N,1.1012824728707662,9.315716272600849,3.584962500721156
13,4.0,3.0,4.0,3.0,3.0,4.0,0.4982969942570171,0.4584938965268627,0.0432091092161201,E:2N,15N,1.0868127101182086,11.532220943613355,3.4594316186372973
14,2.0,6.0,3.0,4.0,4.0,4.0,0.5931202282070643,0.370970719020052,0.0359090527728836,E:2N,15N,1.5988330016283698,16.51728971962618,3.169925001442312
15,5.0,4.0,2.0,4.0,4.0,3.0,0.5370330405507477,0.4243908755422232,0.0385760839070289,E:2N,15N,1.2654207983727435,13.921398601398614,3.4594316186372973
16,5.0,3.0,4.0,4.0,2.0,4.0,0.54027943379498,0.4239505946375615,0.0357699715674584,E:2N,15N,1.2743924424893633,15.104273504273547,3.4594316186372973
17,3.0,3.0,3.0,4.0,2.0,4.0,0.597279784224722,0.3770146700874942,0.0257055456877836,E:2N,15N,1.5842348630256502,23.23544465770962,3.0
18,4.0,3.0,4.0,3.0,5.0,3.0,0.4579995019993262,0.4887144259077527,0.053286072092921,E:2N,15N,0.9371515914403883,8.595107201759218,3.700439718141092
19,2.0,3.0,4.0,3.0,3.0,4.0,0.5799099685739362,0.3886922793805384,0.0313977520455253,E:2N,15N,1.491951343870639,18.469792605951323,3.169925001442312
20,5.0,3.0,2.0,3.0,4.0,4.0,0.5831491835614813,0.3819686475744138,0.0348821688641048,E:2N,15N,1.5266938458551738,16.71768707482997,3.4594316186372973
21,3.0,3.0,4.0,3.0,4.0,3.0,0.5417076218242399,0.4323365264473136,0.0259558517284464,E:2N,15N,1.2529767639011986,20.87034659820289,3.4594316186372973
22,5.0,3.0,4.0,4.0,3.0,5.0,0.4846047646567777,0.4659667373017402,0.049428498041482,E:2N,15N,1.0399986219251705,9.804157193894131,3.584962500721156
23,4.0,3.0,5.0,3.0,3.0,4.0,0.5428776370227101,0.4235375491539752,0.0335848138233146,E:2N,15N,1.2817697937458417,16.16437833714725,3.584962500721156
24,6.0,4.0,3.0,4.0,3.0,4.0,0.5645559484886902,0.3886534996997398,0.04679055181157,E:2N,15N,1.452594531954161,12.065597147950095,3.584962500721156
25,2.0,4.0,2.0,3.0,4.0,4.0,0.640540668871971,0.3317453031765879,0.027714027951441,E:2N,15N,1.930820610687023,23.11250713877792,3.0
26,3.0,3.0,3.0,3.0,3.0,4.0,0.5478994292435807,0.4276128480344325,0.0244877227219868,E:2N,15N,1.2812978650245384,22.374454148471635,3.169925001442312
27,3.0,3.0,3.0,4.0,4.0,3.0,0.5785888311854844,0.3928800410335321,0.0285311277809835,E:2N,15N,1.4726857329362328,20.279213483146084,3.321928094887362
28,2.0,3.0,2.0,4.0,4.0,4.0,0.6340312004642823,0.3401387649744038,0.0258300345613138,E:2N,15N,1.8640368748090048,24.546277665996023,3.0
29,3.0,4.0,4.0,6.0,4.0,4.0,0.4936233158757446,0.4522048534761924,0.054171830648063,E:2N,15N,1.091592255326673,9.112177121771218,3.4594316186372973
30,5.0,3.0,2.0,5.0,3.0,3.0,0.5650148733947616,0.4091997388086774,0.0257853877965609,E:2N,15N,1.3807801418439716,21.91221159257182,3.321928094887362
31,3.0,3.0,3.0,3.0,3.0,6.0,0.5299866662884053,0.4389769922550994,0.0310363414564952,E:2N,15N,1.2073221960125375,17.07632541133456,3.169925001442312
32,4.0,4.0,3.0,3.0,4.0,3.0,0.5513724519951068,0.4231715530631039,0.0254559949417893,E:2N,15N,1.3029525449053174,21.659827213822933,3.4594316186372973
33,2.0,4.0,4.0,4.0,4.0,3.0,0.5606323315352342,0.4003018237862831,0.0390658446784827,E:2N,15N,1.4005240501590865,14.350958904109605,3.321928094887362
34,5.0,3.0,2.0,3.0,5.0,3.0,0.5482490031836306,0.4050010818162148,0.0467499150001545,E:2N,15N,1.353697626497749,11.727272727272739,3.584962500721156
35,5.0,3.0,2.0,4.0,3.0,3.0,0.5674084023194844,0.4002272991437537,0.0323642985367617,E:2N,15N,1.4177153920619556,17.531923383878727,3.321928094887362
36,3.0,3.0,6.0,3.0,3.0,3.0,0.564714606027436,0.3975741953708444,0.0377111986017196,E:2N,15N,1.4204005506461213,14.974719101123597,3.584962500721156
37,4.0,4.0,3.0,3.0,3.0,4.0,0.5319666894318257,0.441287920512877,0.0267453900552973,E:2N,15N,1.2054866328848506,19.890032948929164,3.321928094887362
38,3.0,4.0,5.0,3.0,3.0,3.0,0.5548680328522446,0.4032852244637588,0.0418467426839964,E:2N,15N,1.3758699778551093,13.259527439024419,3.4594316186372973
39,3.0,4.0,2.0,4.0,6.0,4.0,0.5941378538806775,0.3821187433369747,0.0237434027823477,E:2N,15N,1.5548513760203904,25.02328159645238,3.4594316186372973
40,5.0,4.0,3.0,3.0,4.0,4.0,0.5168092087569254,0.4479586896885589,0.0352321015545156,E:2N,15N,1.1536983669548513,14.668702290076345,3.584962500721156
41,3.0,5.0,5.0,3.0,2.0,3.0,0.5578202158807849,0.4040554123148188,0.0381243718043962,E:2N,15N,1.3805537529742595,14.631591013296683,3.321928094887362
42,4.0,3.0,4.0,4.0,3.0,4.0,0.4940768127971025,0.4663246057496416,0.0395985814532558,E:2N,15N,1.0595126371314845,12.477134146341484,3.4594316186372973
43,5.0,4.0,4.0,5.0,2.0,4.0,0.5665570966621235,0.4022822630214597,0.0311606403164167,E:2N,15N,1.4083571381120041,18.181818181818233,3.4594316186372973
44,5.0,3.0,3.0,3.0,2.0,4.0,0.5026763085534234,0.4724687600912,0.0248549313553765,E:2N,15N,1.0639355466727418,20.22440944881897,3.321928094887362
45,4.0,3.0,3.0,3.0,3.0,4.0,0.4480211252774312,0.5229154178884443,0.0290634568341244,E:2N,15N,0.8567755127331308,15.415273132664462,3.321928094887362
46,2.0,3.0,5.0,3.0,3.0,5.0,0.5869318631459548,0.3803977947189322,0.032670342135113,E:2N,15N,1.5429423390312402,17.965280581348424,3.321928094887362
47,4.0,3.0,2.0,4.0,3.0,3.0,0.4865833710367869,0.4596457035464448,0.0537709254167681,E:2N,15N,1.058605285076096,9.049190938511337,3.169925001442312
48,3.0,4.0,2.0,4.0,2.0,4.0,0.6335018278647832,0.34080651712777,0.0256916550074468,E:2N,15N,1.8588313193179937,24.657883179622363,2.807354922057604
49,4.0,3.0,5.0,3.0,4.0,3.0,0.4738018784179206,0.4840049535875152,0.0421931679945642,E:2N,15N,0.9789194819309845,11.229350649350652,3.700439718141092
50,3.0,3.0,2.0,4.0,5.0,3.0,0.5593145986759896,0.3964187913753224,0.0442666099486879,E:2N,15N,1.4109184802655845,12.635135135135151,3.321928094887362
51,4.0,4.0,2.0,4.0,3.0,3.0,0.6037467842994902,0.3737156926184877,0.022537523082022,E:2N,15N,1.615524304235821,26.788515406162542,3.169925001442312
52,2.0,4.0,3.0,3.0,4.0,3.0,0.6211813507324029,0.3543332037045039,0.0244854455630932,E:2N,15N,1.753099467501321,25.369411764705916,3.169925001442312
53,2.0,5.0,4.0,3.0,2.0,4.0,0.635897615954496,0.3377514834451037,0.0263509006004002,E:2N,15N,1.8827381880555127,24.131912058627645,3.0
54,2.0,3.0,4.0,3.0,3.0,3.0,0.5893546137754707,0.3766638258309444,0.0339815603935848,E:2N,15N,1.564670067467501,17.343365253078016,3.169925001442312
55,4.0,4.0,4.0,4.0,2.0,5.0,0.5669572602602853,0.3945578231292517,0.038484916610463,E:2N,15N,1.4369434010045161,14.731934227607109,3.321928094887362
56,2.0,3.0,2.0,3.0,5.0,4.0,0.6551237071125894,0.3202715633116143,0.0246047295757962,E:2N,15N,2.045525679328496,26.625925925925962,3.169925001442312
57,3.0,4.0,2.0,3.0,4.0,4.0,0.6277455750925692,0.343582187930132,0.0286722369772987,E:2N,15N,1.8270608813406308,21.89384719405005,3.169925001442312
58,3.0,3.0,3.0,6.0,4.0,4.0,0.5080278949075576,0.4529794726843056,0.0389926324081367,E:2N,15N,1.121525202669872,13.028817587641148,3.321928094887362
59,3.0,4.0,4.0,3.0,3.0,3.0,0.5661665077532996,0.3944898880915341,0.0393436041551663,E:2N,15N,1.4351863630581352,14.390306122449001,3.321928094887362
60,3.0,4.0,4.0,4.0,5.0,4.0,0.5493051154702077,0.4142631865945499,0.0364316979352423,E:2N,15N,1.3259810025258816,15.077669902912648,3.584962500721156
61,2.0,4.0,4.0,3.0,5.0,3.0,0.5715747225938459,0.4032265680333674,0.0251987093727866,E:2N,15N,1.4175026347632615,22.682698313554077,3.4594316186372973
62,2.0,3.0,6.0,3.0,4.0,4.0,0.5704417263451422,0.4022815134038912,0.0272767602509664,E:2N,15N,1.418016258113303,20.913104089219384,3.584962500721156
63,4.0,3.0,2.0,4.0,2.0,3.0,0.622771129148708,0.3516638589275165,0.0255650119237753,E:2N,15N,1.7709273027032073,24.360290971330812,3.0
64,3.0,3.0,4.0,4.0,5.0,3.0,0.4941149669678791,0.4531981674133697,0.0526868656187511,E:2N,15N,1.0902845653327378,9.378332932981024,3.584962500721156
65,4.0,4.0,4.0,3.0,3.0,4.0,0.4746769722525711,0.4492952532302774,0.0760277745171514,E:2N,15N,1.0564922928515446,6.2434679334916865,3.4594316186372973
66,4.0,3.0,4.0,3.0,3.0,3.0,0.4673263832328826,0.4736384861812456,0.0590351305858717,E:2N,15N,0.9866731629026709,7.916072660381703,3.4594316186372973
67,2.0,3.0,3.0,3.0,4.0,4.0,0.560337838833778,0.3991421369927627,0.0405200241734593,E:2N,15N,1.403855386092544,13.82866496907967,3.169925001442312
68,3.0,5.0,3.0,6.0,3.0,3.0,0.4817381128356738,0.468480537078098,0.0497813500862281,E:2N,15N,1.0282990961380445,9.677080111351692,3.169925001442312
69,4.0,3.0,3.0,5.0,3.0,3.0,0.5261492266482329,0.4451741121576082,0.0286766611941588,E:2N,15N,1.1818953804347827,18.347645951035794,3.321928094887362
70,5.0,3.0,3.0,4.0,3.0,3.0,0.5527162199502625,0.4094611771207516,0.0378226029289859,E:2N,15N,1.349862333315338,14.613383985973119,3.4594316186372973
71,5.0,3.0,3.0,4.0,3.0,3.0,0.5070292314706926,0.4446020568417853,0.0483687116875221,E:2N,15N,1.140411349134002,10.482587064676633,3.4594316186372973
72,2.0,3.0,5.0,3.0,3.0,3.0,0.5274663184460656,0.4277086498499554,0.044825031703979,E:2N,15N,1.2332374354156883,11.767226890756305,3.321928094887362
73,3.0,4.0,3.0,3.0,2.0,4.0,0.6059745940160998,0.36668062599848,0.0273447799854202,E:2N,15N,1.652595067890529,22.16052183777656,3.0
74,4.0,5.0,4.0,4.0,3.0,4.0,0.5236581419772359,0.4478300360477988,0.0285118219749652,E:2N,15N,1.169323403581049,18.366351418616247,3.4594316186372973
75,3.0,3.0,5.0,3.0,2.0,3.0,0.6167544672000486,0.3589397136741107,0.0243058191258406,E:2N,15N,1.718267563337986,25.374765771392966,3.321928094887362
76,2.0,4.0,2.0,3.0,4.0,4.0,0.5561852090670105,0.4091810922077278,0.0346336987252616,E:2N,15N,1.3592641978301714,16.0590762620838,3.0
77,4.0,3.0,6.0,3.0,4.0,3.0,0.5441753684366437,0.409894097607939,0.0459305339554173,E:2N,15N,1.327599913275999,11.847791035149955,3.807354922057604
78,3.0,3.0,3.0,4.0,4.0,3.0,0.4620337274310329,0.4822999725048116,0.0556663000641554,E:2N,15N,0.9579799995249294,8.300061741098997,3.321928094887362
79,5.0,3.0,5.0,3.0,4.0,4.0,0.5034832980325108,0.4599229336259474,0.0365937683415418,E:2N,15N,1.0947123120457194,13.758716875871702,3.807354922057604
80,3.0,3.0,5.0,3.0,3.0,4.0,0.4789218225942792,0.4748997900362665,0.0461783873694543,E:2N,15N,1.0084692237023427,10.371124889282566,3.4594316186372973
81,4.0,4.0,3.0,6.0,4.0,3.0,0.5156132700816203,0.4445669014646924,0.0398198284536872,E:2N,15N,1.1598102971293072,12.948656237464931,3.4594316186372973
82,4.0,4.0,3.0,3.0,3.0,5.0,0.5254496689042777,0.4400163653720849,0.0345339657236373,E:2N,15N,1.1941593773675874,15.21544537077668,3.321928094887362
83,4.0,3.0,5.0,6.0,4.0,3.0,0.6231412802756002,0.363113860864063,0.0137448588603367,E:2N,15N,1.7161043612953193,45.33631713555009,3.700439718141092
84,3.0,3.0,4.0,3.0,3.0,4.0,0.5205426195137529,0.4622818344649477,0.0171755460212993,E:2N,15N,1.1260287138823812,30.30719482619248,3.321928094887362
85,2.0,3.0,3.0,3.0,3.0,3.0,0.5822382478632478,0.3831463675213675,0.0346153846153846,E:2N,15N,1.5196235622168004,16.820216049382722,3.0
86,4.0,3.0,3.0,3.0,4.0,3.0,0.4976330076004343,0.4571552660152008,0.0452117263843648,E:2N,15N,1.0885426562796885,11.006724303554279,3.4594316186372973
87,2.0,3.0,3.0,3.0,3.0,4.0,0.5589475250471183,0.4094335879377045,0.031618887015177,E:2N,15N,1.3651726226529377,17.677647058823567,3.0
88,6.0,4.0,4.0,6.0,3.0,3.0,0.5336744439896303,0.428967116932733,0.0373584390776367,E:2N,15N,1.244091733197621,14.285244704163656,3.700439718141092
89,3.0,5.0,2.0,5.0,2.0,4.0,0.6266668928777442,0.3416070034949611,0.0317261036272946,E:2N,15N,1.834467345418426,19.75240641711232,2.807354922057604
90,3.0,3.0,5.0,3.0,3.0,5.0,0.5813109500514659,0.3903350064199836,0.0283540435285503,E:2N,15N,1.489261635493693,20.50187125748507,3.4594316186372973
91,4.0,4.0,2.0,3.0,3.0,3.0,0.5544401469359196,0.4125187071193951,0.0330411459446852,E:2N,15N,1.3440363730594362,16.780294117647077,3.169925001442312
92,4.0,4.0,2.0,3.0,3.0,4.0,0.5986045247228683,0.3793457576947473,0.0220497175823843,E:2N,15N,1.5779918783342624,27.147945205479562,3.169925001442312
93,5.0,4.0,3.0,4.0,5.0,3.0,0.4748582597037587,0.4789125975221696,0.0462291427740716,E:2N,15N,0.9915342844615334,10.271837875611466,3.700439718141092
94,5.0,3.0,2.0,4.0,3.0,6.0,0.5582004350657448,0.3979050337383786,0.0438945311958765,E:2N,15N,1.402848387770736,12.71685606060608,3.321928094887362
95,2.0,6.0,5.0,5.0,3.0,3.0,0.5875403828535609,0.387016410305865,0.0254432068405741,E:2N,15N,1.5181278292287885,23.092229943145945,3.321928094887362
96,3.0,3.0,3.0,3.0,6.0,5.0,0.5033508790970262,0.4585413501193836,0.0381077707835901,E:2N,15N,1.0977218934911241,13.208615165539367,3.584962500721156
97,5.0,3.0,2.0,3.0,4.0,5.0,0.5873336543769601,0.3896921504833273,0.0229741951397127,E:2N,15N,1.5071734281752969,25.56492842535788,3.4594316186372973
98,4.0,4.0,2.0,3.0,3.0,3.0,0.6249561154770585,0.3533851845850549,0.0216586999378865,E:2N,15N,1.7684842000687786,28.854738154613493,3.169925001442312
99,2.0,4.0,3.0,5.0,4.0,3.0,0.5618542967940559,0.4086912761611557,0.0294544270447884,E:2N,15N,1.374764595103578,19.07537688442217,3.169925001442312
0,5.0,6.0,4.0,3.0,5.0,6.0,0.4795256929403271,0.4686646576890479,0.0518096493706249,E:4N,15N,1.0231744277557309,9.255528627688594,3.807354922057604
1,7.0,4.0,6.0,6.0,6.0,5.0,0.4789513060406896,0.481477310207792,0.0395713837515184,E:4N,15N,0.9947536382015338,12.103476316324462,4.247927513443585
2,7.0,5.0,4.0,5.0,6.0,6.0,0.4975759493129719,0.4771916923892504,0.0252323582977777,E:4N,15N,1.0427171244781308,19.71975601491023,4.087462841250339
3,5.0,5.0,3.0,5.0,6.0,5.0,0.5050708467134745,0.4591883016745587,0.0357408516119668,E:4N,15N,1.0999209798498617,14.131472081218288,3.807354922057604
4,6.0,7.0,4.0,4.0,4.0,4.0,0.4723152473687173,0.4830303371418922,0.0446544154893904,E:4N,15N,0.9778169424376604,10.577123050259976,3.807354922057604
5,4.0,4.0,5.0,6.0,6.0,4.0,0.5149251153068805,0.4204771200055278,0.0645977646875917,E:4N,15N,1.2246210098188244,7.971252841288953,3.9068905956085187
6,5.0,5.0,5.0,6.0,6.0,3.0,0.4374818776378105,0.4904410580237765,0.0720770643384129,E:4N,15N,0.8920172373019418,6.069640622206334,4.0
7,4.0,3.0,7.0,7.0,3.0,5.0,0.5256535660839541,0.4309732219742001,0.0433732119418457,E:4N,15N,1.2196896217264792,12.119313801079437,3.807354922057604
8,6.0,5.0,3.0,5.0,5.0,5.0,0.4942215454891511,0.4607156452226875,0.0450628092881614,E:4N,15N,1.0727257704701312,10.96739314073323,3.807354922057604
9,6.0,3.0,5.0,6.0,6.0,5.0,0.5432214500669126,0.4057211953235919,0.0510573546094954,E:4N,15N,1.3389033068229386,10.639435870143709,4.087462841250339
10,6.0,8.0,7.0,4.0,5.0,4.0,0.5585536259600852,0.3992180511428483,0.0422283228970665,E:4N,15N,1.3991191639784428,13.226990504017541,4.169925001442312
11,5.0,6.0,4.0,5.0,6.0,5.0,0.4416521216422721,0.4707156152002144,0.0876322631575135,E:4N,15N,0.938256788983768,5.039834710743805,3.9068905956085187
12,4.0,4.0,6.0,6.0,3.0,6.0,0.5650035613743514,0.4055811823762846,0.029415256249364,E:4N,15N,1.3930714390249004,19.207840876333265,3.700439718141092
13,4.0,3.0,2.0,3.0,3.0,6.0,0.5712360390173603,0.4002081637554876,0.028555797227152,E:4N,15N,1.427347292611363,20.004205607476653,3.169925001442312
14,3.0,7.0,5.0,5.0,4.0,5.0,0.5435667203401258,0.4253476215783169,0.0310856580815572,E:4N,15N,1.2779352528718486,17.486093391171227,3.584962500721156
15,5.0,4.0,5.0,5.0,3.0,7.0,0.521093827860872,0.4532623944925292,0.0256437776465988,E:4N,15N,1.1496515797307354,20.32047832585953,3.700439718141092
16,4.0,3.0,5.0,4.0,8.0,6.0,0.5335943829327572,0.4449432892249527,0.02146232784229,E:4N,15N,1.1992413322206206,24.86190625983017,4.087462841250339
17,4.0,5.0,6.0,5.0,5.0,6.0,0.4681360457355117,0.4276023680315737,0.1042615862329144,E:4N,15N,1.094792921495105,4.490014612761815,3.9068905956085187
18,3.0,6.0,5.0,7.0,5.0,5.0,0.4918018695605458,0.4215536692811862,0.0866444611582679,E:4N,15N,1.1666411785696078,5.676091269841273,3.700439718141092
19,5.0,5.0,5.0,4.0,2.0,5.0,0.5615012023945559,0.3946497706069961,0.0438490269984479,E:4N,15N,1.4227835519350027,12.80532866588878,3.584962500721156
